InternetService_None,MonthlyCharge,Income,Contract_Month-to-month,Bandwidth_GB_Year,Contract_Two Year,InternetService_DSL,Contract_One year,InternetService_Fiber Optic
0.4995006293582589,0.5096369191145009,0.3183247249438899,1.0,0.0,0.0,0.0,1.0,0.0
0.547276109984511,0.14314124704416362,0.15112975746022925,1.0,0.0,0.0,0.0,1.0,0.0
0.1188687253004913,0.10127744887557062,0.08345914315725403,0.0,0.0,1.0,0.0,0.0,1.0
0.05951598731837365,0.2942624739786418,0.10601378888214039,1.0,0.0,0.0,0.0,0.0,1.0
0.49957201050164446,0.016684069353468237,0.12434976639166082,1.0,0.0,0.0,1.0,0.0,0.0
0.5123054254250727,0.16813706703443793,0.15402891245625105,1.0,0.0,0.0,0.0,0.0,1.0
0.33296561950042447,0.14713819883758023,0.08165467639847135,1.0,0.0,0.0,0.0,1.0,0.0
0.4280385416686343,0.16936215894340495,0.042459699427291796,0.0,1.0,0.0,0.0,1.0,0.0
0.38072997641053763,0.05420951442539438,0.16294309015337144,1.0,0.0,0.0,0.0,1.0,0.0
0.2378097928182178,0.23984046847359894,0.2406122101763962,0.0,1.0,0.0,1.0,0.0,0.0
0.16638969263711678,0.318257760343247,0.16689192494320715,1.0,0.0,0.0,1.0,0.0,0.0
0.2975366454485192,0.05933652889903824,0.11460496571758985,0.0,0.0,1.0,0.0,0.0,1.0
0.6668943301538649,0.05499871727945823,0.2446438885567794,0.0,0.0,1.0,0.0,0.0,1.0
0.21409689895772455,0.11161695384870891,0.0744210848118993,0.0,0.0,1.0,0.0,1.0,0.0
0.4043448026760522,0.2126092763611255,0.13300306173420562,0.0,1.0,0.0,1.0,0.0,0.0
0.5471360548810089,0.3151505714343067,0.07842497335864484,1.0,0.0,0.0,0.0,1.0,0.0
0.3448288201154699,0.3857172577604593,0.1800446226298011,1.0,0.0,0.0,1.0,0.0,0.0
0.05958153540958372,0.26925713946241303,0.13428247320300293,1.0,0.0,0.0,0.0,0.0,1.0
0.22604203825512592,0.13357087159594147,0.13252043845230788,1.0,0.0,0.0,0.0,0.0,1.0
0.4994943966516111,0.1751505490016845,0.202061784976889,0.0,0.0,1.0,1.0,0.0,0.0
0.880991224353798,0.04105966601770638,0.1216423076657657,1.0,0.0,0.0,0.0,1.0,0.0
0.6072392583214211,0.08515349889149972,0.16670606163472848,1.0,0.0,0.0,0.0,1.0,0.0
0.3448613396192385,0.202233685807843,0.23605765478186966,1.0,0.0,0.0,1.0,0.0,0.0
0.5716649622910068,0.07232377947293626,0.13775087119699303,1.0,0.0,0.0,1.0,0.0,0.0
0.6312486529800648,0.1641300205610453,0.3600045912534633,0.0,1.0,0.0,0.0,0.0,1.0
0.8332840180331903,0.3003194753489269,0.15886116871375197,0.0,1.0,0.0,1.0,0.0,0.0
0.26154551931932346,0.18239512565420588,0.09526277589404702,0.0,0.0,1.0,0.0,1.0,0.0
0.833366922547187,0.028528339150924478,0.2031004502383407,1.0,0.0,0.0,0.0,1.0,0.0
0.6422420056366601,0.004489811973241905,0.07042796266354737,1.0,0.0,0.0,0.0,1.0,0.0
0.9048441733177933,0.31241696303834865,0.2131221997058578,0.0,1.0,0.0,1.0,0.0,0.0
0.5718214079856551,0.04427310046647091,0.08746811488069961,0.0,0.0,1.0,0.0,0.0,1.0
0.33285019548265904,0.2879349661265472,0.3241996253448597,0.0,0.0,1.0,1.0,0.0,0.0
0.7618937111414233,0.07228761653892256,0.357679192586411,1.0,0.0,0.0,0.0,1.0,0.0
0.2260755235905354,0.30484811896468195,0.13907996014863716,1.0,0.0,0.0,0.0,1.0,0.0
0.5120834316392144,0.14341248838773382,0.23071115322542327,0.0,1.0,0.0,1.0,0.0,0.0
0.428267334338309,0.17327154615649315,0.11249164598837808,1.0,0.0,0.0,0.0,1.0,0.0
0.5351463065320589,0.2881694643820821,0.2501214631911225,0.0,0.0,1.0,0.0,1.0,0.0
0.19043567946891105,0.17395024900790765,0.24708197699866843,1.0,0.0,0.0,1.0,0.0,0.0
0.547276109984511,0.27556337500038197,0.06800008039814734,0.0,1.0,0.0,0.0,1.0,0.0
0.28536271348144304,0.03883659316076537,0.05812868866415339,0.0,1.0,0.0,0.0,1.0,0.0
0.1665461383317649,0.07467924347760875,0.06259043163097058,1.0,0.0,0.0,0.0,0.0,1.0
0.6073783475932825,0.10627787374169911,0.08878440679910451,1.0,0.0,0.0,0.0,0.0,1.0
0.5120834316392144,0.05902247218867321,0.17672594103055322,1.0,0.0,0.0,1.0,0.0,0.0
0.26154551931932346,0.07529223421684217,0.03400394185514026,0.0,1.0,0.0,0.0,1.0,0.0
0.5352118546232688,0.22484538218477731,0.03630225828016197,1.0,0.0,0.0,0.0,1.0,0.0
0.678695113304398,0.15976614068742762,0.283088109619108,1.0,0.0,0.0,1.0,0.0,0.0
0.3924704783448676,0.44541050402891835,0.04119059806910463,0.0,0.0,1.0,0.0,1.0,0.0
0.3806256761089112,0.05992031855251727,0.3321035556738244,0.0,0.0,1.0,1.0,0.0,0.0
0.49957201050164446,0.31242740581073764,0.2967184891833807,0.0,0.0,1.0,1.0,0.0,0.0
0.7858295646194157,0.09252377558203663,0.14327273270437904,1.0,0.0,0.0,0.0,1.0,0.0
0.21409689895772455,0.20931052059424948,0.05338787174453807,1.0,0.0,0.0,0.0,1.0,0.0
0.5114903777072088,0.2493431206090318,0.2571904708346641,1.0,0.0,0.0,0.0,1.0,0.0
0.3926216571645089,0.398227737759398,0.27141959018320766,1.0,0.0,0.0,0.0,1.0,0.0
0.4876200723204266,0.15417542844277807,0.13020199047777395,0.0,1.0,0.0,0.0,1.0,0.0
0.6788515589990464,0.2232769551258213,0.2356871498441824,1.0,0.0,0.0,0.0,0.0,1.0
0.4876200723204266,0.16676596969669896,0.1773683282909794,0.0,1.0,0.0,0.0,1.0,0.0
0.6669598782450749,0.08872914283442293,0.09322855432890628,1.0,0.0,0.0,0.0,0.0,1.0
0.4280060221648657,0.18878142244715698,0.24716662340857817,0.0,0.0,1.0,0.0,1.0,0.0
0.5946502233338178,0.013371273859269256,0.30545900037464596,1.0,0.0,0.0,0.0,1.0,0.0
0.5946502233338178,0.20215505559944744,0.095786329643686,1.0,0.0,0.0,0.0,1.0,0.0
0.7857466601054187,0.11681111148112046,0.27372947055357605,1.0,0.0,0.0,1.0,0.0,0.0
0.44006931169446695,0.04565943651651082,0.18295018758676151,1.0,0.0,0.0,0.0,0.0,1.0
0.4399904798498522,0.11719358768910074,0.25813271495977724,1.0,0.0,0.0,1.0,0.0,0.0
0.5471360548810089,0.12016405363361489,0.16686833636691334,1.0,0.0,0.0,0.0,1.0,0.0
0.2733840888486321,0.21470541151813818,0.07845117745087654,1.0,0.0,0.0,0.0,1.0,0.0
0.5352118546232688,0.033631876725160506,0.10468303735580198,0.0,0.0,1.0,0.0,1.0,0.0
0.38049185371205674,0.09681993214286502,0.031637768285980826,1.0,0.0,0.0,0.0,1.0,0.0
0.15451536830593215,0.2503002587138844,0.20718047247787008,1.0,0.0,0.0,0.0,1.0,0.0
0.45190884705541656,0.0471040200303204,0.18218137636917647,1.0,0.0,0.0,0.0,1.0,0.0
0.39239286449483435,0.1359509341311302,0.2996149498026112,1.0,0.0,0.0,0.0,1.0,0.0
0.27359552509552,0.10030371836569994,0.17102754801093611,0.0,1.0,0.0,1.0,0.0,0.0
0.928505392806607,0.19682154497104512,0.22074054551388458,0.0,0.0,1.0,0.0,1.0,0.0
0.22582004446926773,0.24704327403656434,0.16209531670423816,1.0,0.0,0.0,1.0,0.0,0.0
0.6192700283472539,0.04125401761494582,0.17816347015226144,0.0,0.0,1.0,0.0,0.0,1.0
0.3210441454571189,0.0805401527885896,0.3495974529509435,0.0,0.0,1.0,1.0,0.0,0.0
0.7739900292584659,0.09971729868065628,0.15717642573810905,0.0,1.0,0.0,0.0,0.0,1.0
0.1665461383317649,0.1397379861995282,0.11786818676186334,1.0,0.0,0.0,0.0,0.0,1.0
0.5123054254250727,0.2095708163652786,0.17025298464872815,1.0,0.0,0.0,0.0,0.0,1.0
0.33310470877228593,0.14215517859210003,0.13875414117159912,0.0,0.0,1.0,0.0,0.0,1.0
0.2140139944437276,0.28749018137664595,0.15911094372489404,0.0,0.0,1.0,1.0,0.0,0.0
0.6669598782450749,0.36619283167105676,0.12611434844929575,1.0,0.0,0.0,0.0,0.0,1.0
0.4401416586694935,0.1312402381833939,0.1964237308620514,0.0,0.0,1.0,1.0,0.0,0.0
0.19043567946891105,0.138819795767993,0.11933181879745697,0.0,0.0,1.0,1.0,0.0,0.0
0.6669598782450749,0.03545503007653818,0.15546427722377795,1.0,0.0,0.0,0.0,0.0,1.0
0.2854015751210601,0.48526484205132725,0.1437609526366588,1.0,0.0,0.0,1.0,0.0,0.0
0.38049185371205674,0.04891475808563561,0.06019998339752149,1.0,0.0,0.0,0.0,1.0,0.0
0.49942884856040104,0.2985192574198702,0.18383276818612126,1.0,0.0,0.0,1.0,0.0,0.0
0.8214752417932157,0.3365137763567357,0.20299951662771845,1.0,0.0,0.0,0.0,1.0,0.0
0.15451536830593215,0.2947924253389154,0.10443860781972589,1.0,0.0,0.0,0.0,1.0,0.0
0.47578150279111786,0.11724854761341462,0.12987234754181454,0.0,0.0,1.0,0.0,1.0,0.0
0.5826604749848677,0.4742121730778908,0.11371216306390866,0.0,1.0,0.0,0.0,1.0,0.0
0.5590103792121934,0.12087412347913107,0.17832987940349063,0.0,1.0,0.0,1.0,0.0,0.0
0.8334538664260266,0.2873313738824638,0.2527895157640318,0.0,1.0,0.0,0.0,1.0,0.0
0.4519802281988021,0.1249405390474018,0.23552659597204453,1.0,0.0,0.0,1.0,0.0,0.0
0.428267334338309,0.24483222970633806,0.07785101217422308,0.0,0.0,1.0,0.0,1.0,0.0
0.5350686926820255,0.10935489464151568,0.05107901429496097,1.0,0.0,0.0,0.0,1.0,0.0
0.4875875528166579,0.1930138394194778,0.08022888015253812,1.0,0.0,0.0,0.0,1.0,0.0
0.2854015751210601,0.07523491499950707,0.165344513510174,0.0,1.0,0.0,1.0,0.0,0.0
0.27349065861672484,0.13771348072571699,0.09479762969363095,1.0,0.0,0.0,0.0,0.0,1.0
0.6541662058944001,0.1392123666559493,0.10374983418559633,1.0,0.0,0.0,0.0,1.0,0.0
0.6192700283472539,0.18706818894440708,0.0812844531923605,0.0,0.0,1.0,0.0,0.0,1.0
0.11887552418430775,0.08840120110447403,0.23899040738568025,0.0,0.0,1.0,1.0,0.0,0.0
0.8689238621548147,0.13519077765508164,0.21599169613874047,1.0,0.0,0.0,0.0,1.0,0.0
0.3449852658101181,0.2109691035881637,0.13833796262067835,1.0,0.0,0.0,0.0,0.0,1.0
0.45196910448266314,0.23225263402495816,0.16573673209772977,0.0,1.0,0.0,1.0,0.0,0.0
0.6667552408820033,0.0300411874546102,0.21156565137982677,0.0,1.0,0.0,0.0,1.0,0.0
0.39239286449483435,0.12960636975080028,0.11370723059810967,1.0,0.0,0.0,0.0,1.0,0.0
0.4994832729354719,0.11449068877935324,0.15600697739766178,1.0,0.0,0.0,1.0,0.0,0.0
0.654220630269471,0.18979939937040916,0.2948177504285116,0.0,1.0,0.0,0.0,1.0,0.0
0.6667552408820033,0.04143220225344972,0.2161349533112832,0.0,0.0,1.0,0.0,1.0,0.0
0.5122398773338627,0.0581687562074063,0.11916210378721373,0.0,1.0,0.0,0.0,0.0,1.0
0.45190884705541656,0.07841996057814747,0.1160102977791315,0.0,0.0,1.0,0.0,1.0,0.0
0.8214752417932157,0.183828144764518,0.29053480092251793,0.0,0.0,1.0,0.0,1.0,0.0
0.23810629361636826,0.17716163357912915,0.1842294147184927,0.0,1.0,0.0,0.0,0.0,1.0
0.39253602643607766,0.41292706152800274,0.053280493447357934,1.0,0.0,0.0,0.0,1.0,0.0
0.4876200723204266,0.038889348499797124,0.1629154627248298,1.0,0.0,0.0,0.0,1.0,0.0
0.2852584131798167,0.08533651814685037,0.1484814823554561,0.0,0.0,1.0,1.0,0.0,0.0
0.5718214079856551,0.07397969375835109,0.22054984389286905,0.0,0.0,1.0,0.0,0.0,1.0
0.5838000326184659,0.37143042350121946,0.28059886914062965,0.0,0.0,1.0,0.0,0.0,1.0
0.38049185371205674,0.1070341238473355,0.15462533396274872,0.0,0.0,1.0,0.0,1.0,0.0
0.3329000714092144,0.1358710275838871,0.09875156296685414,1.0,0.0,0.0,0.0,1.0,0.0
0.33295449578428526,0.03792985110192328,0.1367079074978666,1.0,0.0,0.0,0.0,1.0,0.0
0.2735299770043099,0.33721870216992694,0.20954431191998096,0.0,0.0,1.0,1.0,0.0,0.0
0.5123054254250727,0.13058659798571298,0.18908092070610003,0.0,1.0,0.0,0.0,0.0,1.0
0.4044428702710309,0.12494521895650945,0.2840344774115095,1.0,0.0,0.0,1.0,0.0,0.0
0.3805574018032668,0.13526403176954366,0.19515780855434808,1.0,0.0,0.0,0.0,1.0,0.0
0.44001716630144516,0.18924163929403304,0.2597672422911464,0.0,1.0,0.0,0.0,1.0,0.0
0.5945846752426077,0.1429079864505415,0.1578745568985708,0.0,0.0,1.0,0.0,1.0,0.0
0.32112704997111585,0.056392092531627004,0.1119746180707305,0.0,1.0,0.0,0.0,1.0,0.0
0.3924816020610068,0.09419384562557874,0.17156571143687147,1.0,0.0,0.0,0.0,1.0,0.0
0.19020688679923636,0.33721274592197176,0.18581929150020599,0.0,0.0,1.0,1.0,0.0,0.0
0.6072392583214211,0.24296154240212312,0.11167023405333198,0.0,1.0,0.0,0.0,1.0,0.0
0.5472426246491017,0.044509958015026996,0.09632541047136398,0.0,1.0,0.0,0.0,0.0,1.0
0.4519743951466265,0.10434309875656364,0.0831515442500195,0.0,0.0,1.0,0.0,1.0,0.0
0.7618937111414233,0.04807759583245198,0.23222017500088002,1.0,0.0,0.0,0.0,1.0,0.0
0.7618937111414233,0.09735464076611583,0.32970358788019133,1.0,0.0,0.0,0.0,1.0,0.0
0.2854872058494913,0.17993492451016535,0.3193695634266554,0.0,1.0,0.0,1.0,0.0,0.0
0.7618937111414233,0.2979479604163232,0.21541963596779437,1.0,0.0,0.0,0.0,1.0,0.0
0.6185807861478466,0.18196194398473686,0.18249657733130586,0.0,0.0,1.0,1.0,0.0,0.0
0.3210441454571189,0.35052546290199316,0.09537931200241265,0.0,0.0,1.0,1.0,0.0,0.0
0.13091969690832872,0.5236046299849203,0.18745704680063285,1.0,0.0,0.0,1.0,0.0,0.0
0.3450508139013281,0.183241957141083,0.062150557656795107,1.0,0.0,0.0,0.0,0.0,1.0
4.757791327580918e-09,0.19869490098375947,0.03756906116503058,0.0,1.0,0.0,0.0,0.0,1.0
0.297380199753871,0.15928074515601368,0.14656797636684102,0.0,0.0,1.0,1.0,0.0,0.0
0.1782282621664254,0.12823774773688687,0.0825157502309797,0.0,1.0,0.0,1.0,0.0,0.0
0.6668207889732135,0.13091612546998763,0.2232701213983513,1.0,0.0,0.0,0.0,1.0,0.0
0.3448288201154699,0.043201788050165384,0.14998978020455722,0.0,0.0,1.0,1.0,0.0,0.0
0.45190884705541656,0.11880200669861304,0.15785393356460997,1.0,0.0,0.0,0.0,1.0,0.0
0.5826604749848677,0.12279346636729173,0.0837113003858582,1.0,0.0,0.0,0.0,1.0,0.0
0.619217882954232,0.08925170690015469,0.110959451073261,0.0,0.0,1.0,0.0,1.0,0.0
0.2854692832495358,0.13784293242640563,0.2217623886972809,0.0,1.0,0.0,0.0,0.0,1.0
0.2854015751210601,0.1361081171940518,0.17249713136371156,0.0,0.0,1.0,1.0,0.0,0.0
0.2733840888486321,0.10678960826569416,0.04520598637877143,1.0,0.0,0.0,0.0,1.0,0.0
0.10703015577118263,0.20067256868955935,0.05750393218034285,1.0,0.0,0.0,0.0,0.0,1.0
0.8214752417932157,0.06903801915614433,0.09419438787275217,1.0,0.0,0.0,0.0,1.0,0.0
0.5472426246491017,0.06382958973480116,0.2644111603258643,1.0,0.0,0.0,0.0,0.0,1.0
0.7737680354726079,0.062236525468394116,0.2760021512470877,1.0,0.0,0.0,1.0,0.0,0.0
0.2258988763138825,0.16969470322859195,0.18208886457794482,1.0,0.0,0.0,0.0,0.0,1.0
0.23787750094669347,0.12761477834848176,0.09520904582291387,0.0,0.0,1.0,0.0,0.0,1.0
0.7618937111414233,0.11725257001463112,0.2718213934414835,0.0,1.0,0.0,0.0,1.0,0.0
0.4519743951466265,0.12216252953032318,0.06597236948681817,1.0,0.0,0.0,0.0,1.0,0.0
0.4280385416686343,0.10182758959579627,0.08609595945020626,0.0,1.0,0.0,0.0,1.0,0.0
0.3926751157079391,0.25860667193369163,0.10554284698729102,1.0,0.0,0.0,0.0,0.0,1.0
0.19020688679923636,0.11907893355159503,0.21195072351489705,1.0,0.0,0.0,1.0,0.0,0.0
0.2733840888486321,0.1559151169689134,0.07928170845919486,1.0,0.0,0.0,0.0,1.0,0.0
0.6065632998754187,0.03967449027570969,0.13375065262846236,0.0,0.0,1.0,0.0,1.0,0.0
0.33302277008992986,0.3562108562829695,0.08588636477917036,0.0,1.0,0.0,1.0,0.0,0.0
0.6908301836318572,0.05129911376058428,0.30646844071484053,1.0,0.0,0.0,0.0,0.0,1.0
0.726319415111009,0.051891760432126566,0.32068364482808,1.0,0.0,0.0,1.0,0.0,0.0
0.17838470786107363,0.20371648213320936,0.19708533486895718,1.0,0.0,0.0,0.0,0.0,1.0
0.2735299770043099,0.16311745840866151,0.1971996955286488,1.0,0.0,0.0,1.0,0.0,0.0
0.6668207889732135,0.20032729969283167,0.2853257502779975,1.0,0.0,0.0,0.0,1.0,0.0
0.2140139944437276,0.07251642928504565,0.3217958602933365,0.0,0.0,1.0,1.0,0.0,0.0
0.5709890038450044,0.04236180238074325,0.16953808980979285,0.0,1.0,0.0,1.0,0.0,0.0
0.38047449728926985,0.06755054292167036,0.12715801551355593,1.0,0.0,0.0,1.0,0.0,0.0
0.7858295646194157,0.08580238182620342,0.14977889988600526,0.0,1.0,0.0,0.0,1.0,0.0
0.8334538664260266,0.07590630791024926,0.20866805646651937,1.0,0.0,0.0,0.0,1.0,0.0
0.26154551931932346,0.17326617006255957,0.02705845926492252,0.0,0.0,1.0,0.0,1.0,0.0
0.38047449728926985,0.038605111706142864,0.1815644339064689,1.0,0.0,0.0,1.0,0.0,0.0
0.2855086016371209,0.05775475829758522,0.18516921291491303,1.0,0.0,0.0,1.0,0.0,0.0
0.47563032397147664,0.04203908203698884,0.09138164095500123,1.0,0.0,0.0,0.0,1.0,0.0
0.22597122328890906,0.06639797026540462,0.16825755004394177,1.0,0.0,0.0,1.0,0.0,0.0
0.726319415111009,0.07819691069530571,0.17801137693737784,0.0,1.0,0.0,1.0,0.0,0.0
0.547276109984511,0.13838611129837194,0.18443562007199318,1.0,0.0,0.0,0.0,1.0,0.0
0.8928655486849825,0.20027369346123486,0.21517950174237385,1.0,0.0,0.0,1.0,0.0,0.0
0.33295449578428526,0.09915369838712929,0.22162347793859744,0.0,0.0,1.0,0.0,1.0,0.0
0.6667378844592166,0.04084717493805793,0.28932010632812366,0.0,0.0,1.0,1.0,0.0,0.0
0.36875135177772667,0.15781144708088352,0.20278174444458877,1.0,0.0,0.0,0.0,1.0,0.0
0.22597649016391597,0.24642838812752701,0.1247926993759085,0.0,0.0,1.0,0.0,0.0,1.0
0.2854804069656749,0.07760681670145851,0.31622555826050397,0.0,0.0,1.0,0.0,0.0,1.0
0.8333495661244,0.15882076037074627,0.45040679683088414,1.0,0.0,0.0,1.0,0.0,0.0
0.5470861789544534,0.3823076152215862,0.20957699555289747,0.0,1.0,0.0,1.0,0.0,0.0
0.4757159546999078,0.0698515884791158,0.14145738113455447,1.0,0.0,0.0,0.0,1.0,0.0
0.4519802281988021,0.06026554887231016,0.29610462961888717,1.0,0.0,0.0,1.0,0.0,0.0
0.5120834316392144,0.0977080705960808,0.33652697944808624,1.0,0.0,0.0,1.0,0.0,0.0
0.4280060221648657,0.03511939163656925,0.16304503169222734,1.0,0.0,0.0,0.0,1.0,0.0
0.16663308221060447,0.013387982295091631,0.018260230610445613,1.0,0.0,0.0,0.0,0.0,1.0
0.3448613396192385,0.4551246029667607,0.25591276223484466,1.0,0.0,0.0,1.0,0.0,0.0
0.6072392583214211,0.19974362607015697,0.09904948009443082,1.0,0.0,0.0,0.0,1.0,0.0
0.3212661392429771,0.3080415187612335,0.2821246830090265,1.0,0.0,0.0,0.0,0.0,1.0
0.5715994141997968,0.14448998911360317,0.18683987416646858,0.0,0.0,1.0,1.0,0.0,0.0
0.27366323322399577,0.08554510285608664,0.17506050432837714,0.0,1.0,0.0,0.0,0.0,1.0
0.2616846085911848,0.06288714886516265,0.15608254302957517,0.0,0.0,1.0,0.0,0.0,1.0
0.3209758711514744,0.09590901297506735,0.05752408226351211,0.0,1.0,0.0,0.0,1.0,0.0
0.5591146795138198,0.22639033234432546,0.07435039960019188,0.0,1.0,0.0,0.0,1.0,0.0
0.39276074643637027,0.12168069227690845,0.2122420684620612,0.0,1.0,0.0,0.0,0.0,1.0
0.6193355764384639,0.10399017172675072,0.23651939957075382,1.0,0.0,0.0,0.0,0.0,1.0
0.3805601280177011,0.2712341883372566,0.13009625425118068,1.0,0.0,0.0,1.0,0.0,0.0
0.5242840500578836,0.18970038641738765,0.19399302304211988,1.0,0.0,0.0,0.0,0.0,1.0
0.5836435869238177,0.13425642026481094,0.14764712995836918,0.0,0.0,1.0,1.0,0.0,0.0
0.26154551931932346,0.25413399384255464,0.13686257072270594,1.0,0.0,0.0,0.0,1.0,0.0
0.29746583048230224,0.3519101745207725,0.13176096331455825,0.0,1.0,0.0,1.0,0.0,0.0
0.16661168642297497,0.20885962488865395,0.09977776153108711,1.0,0.0,0.0,0.0,0.0,1.0
0.726253867019799,0.2888912920157696,0.19041558746033937,0.0,0.0,1.0,1.0,0.0,0.0
0.7738509399866048,0.35061581222162524,0.2132949903607729,1.0,0.0,0.0,0.0,1.0,0.0
0.5826604749848677,0.1704786846964613,0.10704532074177109,1.0,0.0,0.0,0.0,1.0,0.0
0.21417044013837583,0.2434151841700876,0.0755518013646044,0.0,0.0,1.0,0.0,0.0,1.0
0.4519802281988021,0.05295081226010873,0.21518266003173506,0.0,0.0,1.0,1.0,0.0,0.0
0.6906737379372089,0.04681676643575377,0.32570471164532333,1.0,0.0,0.0,1.0,0.0,0.0
0.928505392806607,0.06027974330737222,0.36014032487499875,0.0,1.0,0.0,0.0,1.0,0.0
0.9880213753671893,0.1855167410598169,0.23185674783548552,1.0,0.0,0.0,0.0,1.0,0.0
0.4647025194060912,0.019969288193173347,0.19122074820536866,1.0,0.0,0.0,0.0,0.0,1.0
0.6667378844592166,0.040040064663193715,0.22634754418756775,1.0,0.0,0.0,1.0,0.0,0.0
0.5592212492819125,0.04029548714044133,0.0784251484574397,0.0,1.0,0.0,0.0,0.0,1.0
0.5471249311648698,0.050840676052707846,0.05753777719389035,0.0,1.0,0.0,0.0,1.0,0.0
